System Name,Other Names,Bayer,Flamsteed,Variable Star Flag,Variable Type,Variable Star Designation,Constellation,Obsolete Designation,Henry Draper,Redundant HD Designation,Yale Catalogue of Bright Stars (HR),Hipparcos,Smithsonian,Other Designations,Gaia,Notes,Object Type (SIMBAD),Glat,Glon,Parallax,Spectral Type (SIMBAD),Number of Stars,Star Name 1,Star Name 2,Star Name 3,Star Name 4,System Age (Gyr),System Metallicity (dex),System Metallicity (Z),Known Exoplanets,Spectral Type 1,Spectral Type 2,Spectral Type 3,Spectral Type 4,Mass 1 (Msol),Radius 1 (Rsol),Temperature 1 (K),Mass 2 (Msol),Radius 2 (Rsol),Temperature 2 (K),Mass 3 (Msol),Radius 3 (Rsol),Temperature 3 (K),Mass 4 (Msol),Radius 4 (Rsol),Temperature 4 (K),,
V344 Pup,,,,Y,,V344,Pup,,HD 61245 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RS*,257.8225914,-11.53032323,8.5117,K2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V349 Pup,,,,Y,,V349,Pup,,HD 59594 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,dS*,247.4798714,-7.762321461,10.7123,A6/7IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V350 Pup,,,,Y,,V350,Pup,,HD 59864 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,bC*,247.532182,-7.489819404,0.6556,B1/2Ib/II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V355 Pup,,,,Y,,V355,Pup,,HD 67290 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,dS*,239.6483905,6.319063426,2.7205,A4IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V356 Pup,,,,Y,,V356,Pup,,HD 42449 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RS*,254.2666256,-26.52375546,2.5335,K1/2III(p) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V357 Pup,,,,Y,,V357,Pup,,HD 47658 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,259.3971941,-22.7805653,1.5668,M2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V359 Pup,,,,Y,,V359,Pup,,HD 52169 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,250.171716,-15.81417229,0.9858,M1(III) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V360 Pup,,,,Y,,V360,Pup,,HD 52993 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,246.2447999,-13.43925429,4.3297,ApSi ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V361 Pup,,,,Y,,V361,Pup,,HD 54579 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,246.1047055,-12.00969845,15.5643,G0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V365 Pup,,,,Y,,V365,Pup,,HD 57301 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,247.4355999,-10.08628189,3.4795,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V367 Pup,,,,Y,,V367,Pup,,HD 58571 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,256.0877658,-13.11969121,1.3787,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V374 Pup,,,,Y,,V374,Pup,,HD 59675 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,249.7541431,-8.882461268,3.0884,M4/5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V376 Pup,,,,Y,,V376,Pup,,HD 60559 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,253.1301061,-9.785496158,4.41,B8IV(pSi) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V377 Pup,,,,Y,,V377,Pup,,HD 60907 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,263.0799992,-14.44456733,2.3355,M3/4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V379 Pup,,,,Y,,V379,Pup,,HD 61073 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,248.3613804,-6.658469824,1.7706,B9III(pSi) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V381 Pup,,,,Y,,V381,Pup,,HD 61551 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,228.7404322,5.159861721,0.8702,B5Ib ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V383 Pup,,,,Y,,V383,Pup,,HD 62036 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,259.0421736,-11.41873323,1.5685,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V385 Pup,,,,Y,,V385,Pup,,HD 62640 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,243.945189,-2.250835483,2.1592,B9III(pSi) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V390 Pup,,,,Y,,V390,Pup,,HD 62747 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,240.754601,-0.260130534,1.6857,B2II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V391 Pup,,,,Y,,V391,Pup,,HD 63148 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,dS*,244.6186053,-2.042607851,3.3852,A8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V393 Pup,,,,Y,,V393,Pup,,HD 63251 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,252.4356755,-6.518787456,1.3027,B7III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V397 Pup,,,,Y,,V397,Pup,,HD 63786 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,250.4160209,-4.687935548,6.7005,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V399 Pup,,,,Y,,V399,Pup,,HD 64014 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,262.2241088,-11.23906832,0.3086,B2II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V401 Pup,,,,Y,,V401,Pup,,HD 64344 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,262.3373899,-10.98004701,3.3684,K1/2(III) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V405 Pup,,,,Y,,V405,Pup,,HD 65226 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,233.4863112,7.452092442,1.6964,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V407 Pup,,,,Y,,V407,Pup,,HD 65412 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,s*r,238.6663887,4.550214641,0.382,M2+Iab ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V409 Pup,,,,Y,,V409,Pup,,HD 65811 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,238.9168061,4.922958983,1.0397,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V414 Pup,,,,Y,,V414,Pup,,HD 66051 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,232.5073742,9.201810347,1.506,ApSi ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V416 Pup,,,,Y,,V416,Pup,,HD 66583 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,251.260313,-1.940177876,1.9672,M2/3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V418 Pup,,,,Y,,V418,Pup,,HD 66932 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,247.5876802,0.8228877,2.583,M4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V421 Pup,,,,Y,,V421,Pup,,HD 68026 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,246.0509771,3.111297703,0.2686,B1II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V423 Pup,,,,Y,,V423,Pup,,HD 68292 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,239.061856,7.948195657,2.5429,ApSi ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V424 Pup,,,,Y,,V424,Pup,,HD 68385 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,245.7676071,3.69533361,1.0582,M0/1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V425 Pup,,,,Y,,V425,Pup,,HD 68535 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,246.3848803,3.46958155,0.7228,B3II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V427 Pup,,,,Y,,V427,Pup,,HD 68623 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,253.2921262,-1.045973565,3.0431,M5/6(III) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V428 Pup,,,,Y,,V428,Pup,,HD 69020 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,258.1692178,-3.904136195,1.3703,M4II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V431 Pup,,,,Y,,V431,Pup,,HD 69882 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,259.498717,-3.908606693,0.6924,B1/2Iab/b ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V432 Pup,,,,Y,,V432,Pup,,HD 70075 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,241.1464432,8.948779944,2.858,A1IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V434 Pup,,,,Y,,V434,Pup,,HD 70258 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,243.9401461,7.337696424,2.3352,B9IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V436 Pup,,,,Y,,V436,Pup,,HD 70946 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,256.6479906,-0.573192146,2.6285,M3+III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V582 Pup,,,,Y,,V582,Pup,,HD 60476 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,229.4049325,3.309700622,2.1853,B8II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V583 Pup,,,,Y,,V583,Pup,,HD 61961 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,239.8185215,-0.714231408,5.6153,A3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V587 Pup,,,,Y,,V587,Pup,,HD 66671 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,244.049358,2.81419543,1.425,A3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V589 Pup,,,,Y,,V589,Pup,,HD 68296 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,252.9812611,-1.193606667,1.3658,B8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V592 Pup,,,,Y,,V592,Pup,,HD 71285 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RS*,253.6745699,2.012337991,15.0035,G1IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V596 Pup,,,,Y,,V596,Pup,,HD 71581 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,242.8008412,10.1622524,4.3083,A1V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V604 Pup,,,,Y,,V604,Pup,,HD 57220 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,249.2594362,-11.06596708,1.7361,B8/9III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V607 Pup,,,,Y,,V607,Pup,,HD 60941 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,231.0223961,3.02137525,2.0761,B9/A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V608 Pup,,,,Y,,V608,Pup,,HD 61829 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,250.5557973,-7.004895358,2.6306,B7V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V613 Pup,,,,Y,,V613,Pup,,HD 63269 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,AB*,236.5089094,2.933212098,0.7033,M4/5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V615 Pup,,,,Y,,V615,Pup,,HD 64661 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,261.9482516,-10.46697165,0.8988,B5V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V618 Pup,,,,Y,,V618,Pup,,HD 65212 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,259.3360549,-8.4101571,2.9026,A1/2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V625 Pup,,,,Y,,V625,Pup,,HD 66436 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,256.2150808,-5.244020488,5.1986,F3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V627 Pup,,,,Y,,V627,Pup,,HD 66475 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,237.1842258,6.908639975,0.5173,B5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V647 Pup,,,,Y,,V647,Pup,,HD 42304 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,dS*,251.9371804,-26.14296891,8.1704,F0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V649 Pup,,,,Y,,V649,Pup,,HD 49283 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,255.9343252,-20.37957164,1.951,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V670 Pup,,,,Y,,V670,Pup,,HD 61407 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,237.9326838,-0.291736902,0.7534,B5(IV) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V690 Pup,,,,Y,,V690,Pup,,HD 68297 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,253.1234703,-1.30359914,1.6389,B9IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
VX Pup,,,,Y,,VX,Pup,,HD 60219 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,237.0162694,-1.305329267,0.6564,F3IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
W Pup,,,,Y,,W,Pup,,HD 63218 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,256.1850442,-8.678834054,1.1232,M1-6e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
X Pup,,,,Y,,X,Pup,,HD 60266 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,236.1416541,-0.777285158,0.3763,K0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
XY Pup,,,,Y,,XY,Pup,,HD 67862 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,232.8457718,11.3275596,1.9912,A1(III)+F0/2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
XZ Pup,,,,Y,,XZ,Pup,,HD 68884 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,243.5926145,5.737893471,2.7172,B9.5IV/V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
YY Pup,,,,Y,,YY,Pup,,HD 60876 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,235.1659535,0.592545582,1.728,B8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z Pup,,,,Y,,Z,Pup,,HD 60218 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,235.9044677,-0.686391181,0.7534,M4e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZZ Pup,,,,Y,,ZZ,Pup,,HD 63482 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,236.5481534,3.215911788,2.3386,A4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
alf Pyx,,Alpha,{{Flamsteed}},,,,Pyx,,HD 74575 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,254.9930897,5.76959198,4.1089,B1.5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
bet Pyx,,Beta,{{Flamsteed}},,,,Pyx,,HD 74006 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,256.2364541,3.901993994,8.4598,G5II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
del Pyx,,Delta,{{Flamsteed}},,,,Pyx,,HD 76483 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,252.2508578,11.20615078,14.0808,A3IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eps Pyx,,Epsilon,{{Flamsteed}},,,,Pyx,,HD 78922 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,256.4186944,11.87766747,15.2089,A4IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eta Pyx,,Eta,{{Flamsteed}},,,,Pyx,,HD 73495 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,248.6634243,8.96168408,13.2198,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
gam Pyx,,Gamma,{{Flamsteed}},,,,Pyx,,HD 75691 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,251.5708998,10.32487764,15.5142,K2.5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
kap Pyx,,Kappa,{{Flamsteed}},,,,Pyx,,HD 78541 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,252.6444529,14.52088123,6.239,K4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
lam Pyx,,Lambda,{{Flamsteed}},,,,Pyx,,HD 81169 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,257.2589101,15.0383198,17.0726,G8.5IIIbFe-1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
tet Pyx,,Theta,{{Flamsteed}},,,,Pyx,,HD 80874 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,254.8071418,16.71500206,5.096,M0.5IIIBa0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
zet Pyx,,Zeta,{{Flamsteed}},,,,Pyx,,HD 73898 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,251.5877422,7.313811278,13.863,G6IIIbCN-0.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA Pyx,,,,Y,,AA,Pyx,,HD 72175 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,251.1561593,5.126610167,1.1031,ApSiCr ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB Pyx,,,,Y,,AB,Pyx,,HD 72268 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,s*r,256.2055299,1.500337415,0.6544,M3-Iab-Ib ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE Pyx,,,,Y,,AE,Pyx,,HD 73805 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,245.3310239,11.81425173,1.5109,K5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG Pyx,,,,Y,,AG,Pyx,,HD 74416 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,256.1189399,4.69008924,1.1856,M2(III) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AH Pyx,,,,Y,,AH,Pyx,,HD 74511 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,255.6496437,5.167271099,1.7662,M5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI Pyx,,,,Y,,AI,Pyx,,HD 75112 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,256.5438875,5.408737543,2.3648,B3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK Pyx,,,,Y,,AK,Pyx,,HD 75306 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,AB*,251.9959736,9.354389772,4.3675,M5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL Pyx,,,,Y,,AL,Pyx,,HD 77339 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,252.920193,12.26712846,2.6213,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM Pyx,,,,Y,,AM,Pyx,,HD 77415 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,255.4554285,10.26587856,1.2489,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AN Pyx,,,,Y,,AN,Pyx,,HD 78893 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,a2*,249.4167764,17.73251287,2.295,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO Pyx,,,,Y,,AO,Pyx,,HD 79732 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,259.627907,10.41255672,1.2446,M5/6III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AP Pyx,,,,Y,,AP,Pyx,,HD 80431 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,260.5027791,10.72495485,2.5742,M4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR Pyx,,,,Y,,AR,Pyx,,HD 81552 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,256.6001315,16.37897564,1.1787,M2/3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Pyx,,,,Y,,CT,Pyx,,HD 73322 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,BY*,241.3113079,13.94986422,27.6454,K1V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Pyx,,,,Y,,DK,Pyx,,HD 72771 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,254.8815759,3.201440474,0.8038,B3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
DM Pyx,,,,Y,,DM,Pyx,,HD 74995 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,257.5125832,4.453806094,1.5628,A2IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
DN Pyx,,,,Y,,DN,Pyx,,HD 81014 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,259.3132953,12.83355873,4.019,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQ Pyx,,,,Y,,DQ,Pyx,,HD 76339 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,258.379186,5.90682336,1.726,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ Pyx,,,,Y,,RZ,Pyx,,HD 75920 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,251.6060576,10.73295799,1.1039,B5/7p ,,,,,,,,,,,,,,,,,,,,,,,,,,,
S Pyx,,,,Y,,S,Pyx,,HD 78000 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,251.5900781,14.50498851,0.7595,M5e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT Pyx,,,,Y,,TT,Pyx,,HD 75322 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,250.049454,10.92299428,0.9926,B9.5IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX Pyx,,,,Y,,TX,Pyx,,HD 74352 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,254.1820073,6.106456954,2.9476,F2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TY Pyx,,,,Y,,TY,Pyx,,HD 77137 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RS*,252.9554701,11.83790883,18.3154,G5V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
U Pyx,,,,Y,,U,Pyx,,HD 72085 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,250.9369987,5.142478262,2.5212,K2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY Pyx,,,,Y,,UY,Pyx,,HD 79310 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,253.8359519,14.85708846,1.7316,M4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZ Pyx,,,,Y,,UZ,Pyx,,HD 75021 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,252.6417639,8.40183652,0.8949,C-J4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V Pyx,,,,Y,,V,Pyx,,HD 76181 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,257.5556753,6.340628035,0.8269,K1Ib/II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
VX Pyx,,,,Y,,VX,Pyx,,HD 72688 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RS*,254.8176829,3.139605884,7.2404,G8III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
VY Pyx,,,,Y,,VY,Pyx,,HD 76296 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,WV*,248.7707065,13.61655547,3.9495,F3/5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
XY Pyx,,,,Y,,XY,Pyx,,HD 71801 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,254.6045676,2.030551536,2.2982,B2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
alf Ret,,Alpha,{{Flamsteed}},,,,Ret,,HD 27256 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,274.3141399,-41.65348513,20.3431,G8IIIa: ,,,,,,,,,,,,,,,,,,,,,,,,,,,
bet Ret,,Beta,{{Flamsteed}},,,,Ret,,HD 23817 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,279.2359642,-43.5365046,30.4404,K2-IIIb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
del Ret,,Delta,{{Flamsteed}},,,,Ret,,HD 25422 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,274.0185652,-43.77565072,6.0382,M1.5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eps Ret,,Epsilon,{{Flamsteed}},,,,Ret,,HD 27442 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,270.2042325,-42.5632583,54.2286,K2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eta Ret,,Eta,{{Flamsteed}},,,,Ret,,HD 28093 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,275.0113128,-40.52315448,8.3377,G8III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
gam Ret,,Gamma,{{Flamsteed}},,,,Ret,,HD 25705 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,274.8051413,-43.21414273,7.0247,M4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
iot Ret,,Iota,{{Flamsteed}},,,,Ret,,HD 25728 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,273.4341646,-43.63644094,9.9842,K4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
kap Ret,,Kappa,{{Flamsteed}},,,,Ret,,HD 22001 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,278.3507005,-45.93611956,45.9103,F3IV/V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
tet Ret,,Theta,{{Flamsteed}},,,,Ret,,HD 27657 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,275.0853245,-41.01113976,7.08,~ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
